,status,request_id,data
0,OK,bb44a54d-24f9-49ca-8ba9-608e6d27435d,"{'id': 'THoWmZMK4woBscg1jP8k_g', 'alias': 'twelvewest-vancouver', 'name': 'Twelvewest', 'address': '1219 Granville Street, Vancouver, BC V6Z 1M6, Canada', 'website': 'http://www.twelvewest.ca/', 'latitude': 49.2770815, 'longitude': -123.1267261, 'business_page_link': 'https://www.yelp.com/biz/twelvewest-vancouver', 'categories': [{'title': 'Lounges', 'url': 'https://www.yelp.com/search?find_desc=Lounges&find_loc=Vancouver%2C+BC'}], 'rating': 1.9, 'review_count': 45, 'price_range': '$$$', 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/WCyi1ONOKcJLkiTRC6xHlw/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/THoWmZMK4woBscg1jP8k_g', 'phone': '+16046536335', 'country': 'CA', 'neighborhoods': ['Granville Entertainment District'], 'yelp_guaranteed': False}"
1,OK,bb44a54d-24f9-49ca-8ba9-608e6d27435d,"{'id': 'IK_hl5sdB0Kv4z_yqVDIDQ', 'alias': 'guilt-and-company-vancouver', 'name': 'Guilt & Company', 'address': '1 Alexander Street, Vancouver, BC V6A 1B2, Canada', 'website': 'http://guiltandcompany.com/', 'latitude': 49.2837111, 'longitude': -123.1036826, 'business_page_link': 'https://www.yelp.com/biz/guilt-and-company-vancouver', 'categories': [{'title': 'Music Venues', 'url': 'https://www.yelp.com/search?find_desc=Music+Venues&find_loc=Vancouver%2C+BC'}, {'title': 'Lounges', 'url': 'https://www.yelp.com/search?find_desc=Lounges&find_loc=Vancouver%2C+BC'}], 'rating': 4, 'review_count': 297, 'price_range': '$$', 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/FAYeYzxugMoPooJz1TJReA/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/IK_hl5sdB0Kv4z_yqVDIDQ', 'country': 'CA', 'neighborhoods': ['Gastown'], 'yelp_guaranteed': False}"
2,OK,bb44a54d-24f9-49ca-8ba9-608e6d27435d,"{'id': 'D4SQ5UvvAcuGP5q685952Q', 'alias': 'bar-none-nightclub-vancouver', 'name': 'Bar None Nightclub', 'address': '1222 Hamilton Street, Vancouver, BC V6B 2S8, Canada', 'website': 'http://donnellygroup.ca/bar-none', 'latitude': 49.2744608, 'longitude': -123.1228585, 'business_page_link': 'https://www.yelp.com/biz/bar-none-nightclub-vancouver', 'categories': [{'title': 'Bars', 'url': 'https://www.yelp.com/search?find_desc=Bars&find_loc=Vancouver%2C+BC'}, {'title': 'Music Venues', 'url': 'https://www.yelp.com/search?find_desc=Music+Venues&find_loc=Vancouver%2C+BC'}], 'rating': 2.5, 'review_count': 64, 'price_range': '$$$', 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/SlvDQedHYNPvC44QubVqxg/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/D4SQ5UvvAcuGP5q685952Q', 'phone': '+17786821782', 'country': 'CA', 'neighborhoods': ['Yaletown'], 'yelp_guaranteed': False}"
3,OK,bb44a54d-24f9-49ca-8ba9-608e6d27435d,"{'id': 'wdIinnHusWdVm7pBoiuD3w', 'alias': 'numbers-cabaret-vancouver', 'name': 'Numbers Cabaret', 'address': '1042 Davie St, Vancouver, BC V6E 1M3, Canada', 'website': 'http://www.numbers.ca', 'latitude': 49.2796478, 'longitude': -123.1305054, 'business_page_link': 'https://www.yelp.com/biz/numbers-cabaret-vancouver', 'categories': [{'title': 'Dance Clubs', 'url': 'https://www.yelp.com/search?find_desc=Dance+Clubs&find_loc=Vancouver%2C+BC'}, {'title': 'Gay Bars', 'url': 'https://www.yelp.com/search?find_desc=Gay+Bars&find_loc=Vancouver%2C+BC'}], 'rating': 2.9, 'review_count': 35, 'price_range': '$$', 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/lSoQ5QZJMlJYI0zd2NWuUg/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/wdIinnHusWdVm7pBoiuD3w', 'phone': '+16046854077', 'country': 'CA', 'neighborhoods': ['West End'], 'yelp_guaranteed': False}"
4,OK,bb44a54d-24f9-49ca-8ba9-608e6d27435d,"{'id': 'pqhJdvQlQd6VV9-u79ntHA', 'alias': 'studio-lounge-and-nightclub-vancouver', 'name': 'Studio Lounge & Nightclub', 'address': '919 Granville Street, Vancouver, BC V6Z 1L3, Canada', 'website': 'http://www.studionightclub.ca', 'latitude': 49.280201040491, 'longitude': -123.1219442723849, 'business_page_link': 'https://www.yelp.com/biz/studio-lounge-and-nightclub-vancouver', 'categories': [{'title': 'Dance Clubs', 'url': 'https://www.yelp.com/search?find_desc=Dance+Clubs&find_loc=Vancouver%2C+BC'}, {'title': 'Lounges', 'url': 'https://www.yelp.com/search?find_desc=Lounges&find_loc=Vancouver%2C+BC'}], 'rating': 2.2, 'review_count': 33, 'price_range': '$$', 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/k-TomKYEeyMKvaDlbTbP2g/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/pqhJdvQlQd6VV9-u79ntHA', 'phone': '+16046206604', 'country': 'CA', 'neighborhoods': ['Granville Entertainment District'], 'yelp_guaranteed': False}"
5,OK,bb44a54d-24f9-49ca-8ba9-608e6d27435d,"{'id': 'UidLeoKe0_pysZvjoR3cjA', 'alias': 'hello-goodbye-vancouver-2', 'name': 'Hello Goodbye', 'address': '1120 Hamilton Street, Vancouver, BC V6B 2S2, Canada', 'website': 'http://hellogoodbyebar.com', 'latitude': 49.2755033, 'longitude': -123.1213742, 'business_page_link': 'https://www.yelp.com/biz/hello-goodbye-vancouver-2', 'categories': [{'title': 'Cocktail Bars', 'url': 'https://www.yelp.com/search?find_desc=Cocktail+Bars&find_loc=Vancouver%2C+BC'}], 'rating': 3.7, 'review_count': 34, 'price_range': '$$', 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/5GbAA2SqULoKZ6nPZ-jOPg/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/UidLeoKe0_pysZvjoR3cjA', 'phone': '+16046696292', 'country': 'CA', 'neighborhoods': ['Yaletown'], 'yelp_guaranteed': False}"
6,OK,bb44a54d-24f9-49ca-8ba9-608e6d27435d,"{'id': '07QWD0gnFWLTB01m7bdOdg', 'alias': 'crush-champagne-lounge-vancouver', 'name': 'Crush Champagne Lounge', 'address': '1180 Granville Street, Vancouver, BC V6Z 1L8, Canada', 'latitude': 49.2771592, 'longitude': -123.1255405, 'business_page_link': 'https://www.yelp.com/biz/crush-champagne-lounge-vancouver', 'categories': [{'title': 'Dance Clubs', 'url': 'https://www.yelp.com/search?find_desc=Dance+Clubs&find_loc=Vancouver%2C+BC'}], 'rating': 4, 'review_count': 1, 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/FC7BjQBmtoJFa6XDaTkXvA/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/07QWD0gnFWLTB01m7bdOdg', 'phone': '+16046840355', 'country': 'CA', 'neighborhoods': ['Granville Entertainment District'], 'yelp_guaranteed': False}"
7,OK,bb44a54d-24f9-49ca-8ba9-608e6d27435d,"{'id': 'v8IayCJBBxZZ7fRbzmHAEw', 'alias': 'm-i-a-vancouver-2', 'name': 'M.i.a', 'address': '350 Water St, Vancouver, BC V6B 4Y2, Canada', 'website': 'http://areyoumia.com', 'latitude': 49.2844163, 'longitude': -123.1100823, 'business_page_link': 'https://www.yelp.com/biz/m-i-a-vancouver-2', 'categories': [{'title': 'Dance Clubs', 'url': 'https://www.yelp.com/search?find_desc=Dance+Clubs&find_loc=Vancouver%2C+BC'}], 'rating': 1.8, 'review_count': 12, 'price_range': '$$', 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/My-ZB5etOGKplv8la_YMAw/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/v8IayCJBBxZZ7fRbzmHAEw', 'phone': '+16044084321', 'country': 'CA', 'neighborhoods': ['Gastown'], 'yelp_guaranteed': False}"
8,OK,bb44a54d-24f9-49ca-8ba9-608e6d27435d,"{'id': '2kpke0K_nW7_QMXhQk9UNA', 'alias': 'the-fox-cabaret-vancouver', 'name': 'The Fox Cabaret', 'address': '2321 Main Street, Vancouver, BC V5T 3C9, Canada', 'website': 'http://www.foxcabaret.com/', 'latitude': 49.2642454, 'longitude': -123.101026, 'business_page_link': 'https://www.yelp.com/biz/the-fox-cabaret-vancouver', 'categories': [{'title': 'Music Venues', 'url': 'https://www.yelp.com/search?find_desc=Music+Venues&find_loc=Vancouver%2C+BC'}], 'rating': 3.2, 'review_count': 46, 'price_range': '$', 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/7DWWdYh6HMlVk_35_bSwiA/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/2kpke0K_nW7_QMXhQk9UNA', 'country': 'CA', 'neighborhoods': ['Mount Pleasant'], 'yelp_guaranteed': False}"
9,OK,bb44a54d-24f9-49ca-8ba9-608e6d27435d,"{'id': 'CREA2-LHx78uuUbwryzpjA', 'alias': 'gossip-nightclub-vancouver', 'name': 'Gossip Nightclub', 'address': '750 Pacific Boulevard, Vancouver, BC V6B, Canada', 'latitude': 49.2753647145228, 'longitude': -123.109416415759, 'business_page_link': 'https://www.yelp.com/biz/gossip-nightclub-vancouver', 'categories': [{'title': 'Dance Clubs', 'url': 'https://www.yelp.com/search?find_desc=Dance+Clubs&find_loc=Vancouver%2C+BC'}], 'rating': 1.8, 'review_count': 13, 'price_range': '$$$$', 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/9gflpyuquRgWA1HKnhREuA/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/CREA2-LHx78uuUbwryzpjA', 'phone': '+16047805485', 'country': 'CA', 'neighborhoods': ['Downtown'], 'yelp_guaranteed': False}"
