,name,overall_rating,review_text,date,review_count,status,request_id,data
0,,,,,,OK,b182c316-c289-49fe-9fe1-eb9ed4343ad5,"{'id': 'DCDwxtLZK58LblvqE2erRw', 'alias': 'anytime-fitness-vancouver-4', 'name': 'Anytime Fitness', 'address': '1433 Cedar Cottage Mews, Vancouver, BC V5N 5Z2, Canada', 'website': 'https://www.anytimefitness.com/gyms/2946/Vancouver-BC-V5N-5Z2/?utm_source=yelp&utm_medium=local&utm_campaign=gw-always-on&utm_content=BL-organic', 'latitude': 49.2493626216517, 'longitude': -123.075019401189, 'business_page_link': 'https://www.yelp.com/biz/anytime-fitness-vancouver-4', 'categories': [{'title': 'Gyms', 'url': 'https://www.yelp.com/search?find_desc=Gyms&find_loc=Vancouver%2C+BC'}, {'title': 'Trainers', 'url': 'https://www.yelp.com/search?find_desc=Trainers&find_loc=Vancouver%2C+BC'}], 'rating': 4.3, 'review_count': 40, 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/Ib-FD2IJafDgNEV89Ujg0w/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/DCDwxtLZK58LblvqE2erRw', 'phone': '+16045581551', 'country': 'CA', 'neighborhoods': ['Kensington-Cedar Cottage'], 'yelp_guaranteed': False}"
1,,,,,,OK,b182c316-c289-49fe-9fe1-eb9ed4343ad5,"{'id': '1M5SWlhPLNmEYUmZRwsekg', 'alias': 'eastside-fitness-vancouver', 'name': 'Eastside Fitness', 'address': '5788 Fraser Street, Vancouver, BC V5W 2Z5, Canada', 'website': 'http://www.eastsidefitness.ca/', 'latitude': 49.2320232, 'longitude': -123.090553, 'business_page_link': 'https://www.yelp.com/biz/eastside-fitness-vancouver', 'categories': [{'title': 'Gyms', 'url': 'https://www.yelp.com/search?find_desc=Gyms&find_loc=Vancouver%2C+BC'}, {'title': 'Yoga', 'url': 'https://www.yelp.com/search?find_desc=Yoga&find_loc=Vancouver%2C+BC'}, {'title': 'Trainers', 'url': 'https://www.yelp.com/search?find_desc=Trainers&find_loc=Vancouver%2C+BC'}], 'rating': 5, 'review_count': 8, 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/bCif9LON9ZzV4fbV57d4OA/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/1M5SWlhPLNmEYUmZRwsekg', 'phone': '+16045681224', 'country': 'CA', 'neighborhoods': ['Sunset'], 'yelp_guaranteed': False}"
2,,,,,,OK,b182c316-c289-49fe-9fe1-eb9ed4343ad5,"{'id': 'hrN0N2ugonRhY0mlT4T0Hw', 'alias': 'raincity-athletics-vancouver-2', 'name': 'Raincity Athletics', 'address': '333 Terminal Avenue, Vancouver, BC V6A 2L7, Canada', 'website': 'http://raincityathletics.ca', 'latitude': 49.2721813, 'longitude': -123.0958078, 'business_page_link': 'https://www.yelp.com/biz/raincity-athletics-vancouver-2', 'categories': [{'title': 'Trainers', 'url': 'https://www.yelp.com/search?find_desc=Trainers&find_loc=Vancouver%2C+BC'}, {'title': 'Gyms', 'url': 'https://www.yelp.com/search?find_desc=Gyms&find_loc=Vancouver%2C+BC'}], 'rating': 5, 'review_count': 7, 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/9TrIAzNzgFZR68djLAyoTg/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/hrN0N2ugonRhY0mlT4T0Hw', 'phone': '+17783839316', 'country': 'CA', 'neighborhoods': ['Strathcona'], 'yelp_guaranteed': False}"
3,,,,,,OK,b182c316-c289-49fe-9fe1-eb9ed4343ad5,"{'id': 'kPlX__kbfE3v9xR-H3Xjew', 'alias': 'anytime-fitness-vancouver-7', 'name': 'Anytime Fitness', 'address': '236-60 Smithe St, Vancouver, BC V6B 0B5, Canada', 'website': 'https://www.anytimefitness.com/gyms/3787/Vancouver-BC-V6B-0B5/?utm_source=yelp&utm_medium=local&utm_campaign=gw-always-on&utm_content=BL-organic', 'latitude': 49.2751842, 'longitude': -123.1138646, 'business_page_link': 'https://www.yelp.com/biz/anytime-fitness-vancouver-7', 'categories': [{'title': 'Gyms', 'url': 'https://www.yelp.com/search?find_desc=Gyms&find_loc=Vancouver%2C+BC'}, {'title': 'Trainers', 'url': 'https://www.yelp.com/search?find_desc=Trainers&find_loc=Vancouver%2C+BC'}], 'rating': 4.3, 'review_count': 3, 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/MQbeDz70v1aMD_I46Ml_1Q/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/kPlX__kbfE3v9xR-H3Xjew', 'phone': '+16046395501', 'country': 'CA', 'neighborhoods': ['Yaletown'], 'yelp_guaranteed': False}"
4,,,,,,OK,b182c316-c289-49fe-9fe1-eb9ed4343ad5,"{'id': '4aGyZ7XEnFqQ1EFk1wFvqw', 'alias': 'function-health-club-vancouver', 'name': 'Function Health Club', 'address': '788 Beatty Street, Vancouver, BC V6B 2M1, Canada', 'website': 'http://functionhealthclub.com', 'latitude': 49.277609541022294, 'longitude': -123.11348742525226, 'business_page_link': 'https://www.yelp.com/biz/function-health-club-vancouver', 'categories': [{'title': 'Trainers', 'url': 'https://www.yelp.com/search?find_desc=Trainers&find_loc=Vancouver%2C+BC'}, {'title': 'Gyms', 'url': 'https://www.yelp.com/search?find_desc=Gyms&find_loc=Vancouver%2C+BC'}, {'title': 'Health Coach', 'url': 'https://www.yelp.com/search?find_desc=Health+Coach&find_loc=Vancouver%2C+BC'}], 'rating': 5, 'review_count': 4, 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/dSSqvkbA287qptqsCHkPEQ/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/4aGyZ7XEnFqQ1EFk1wFvqw', 'phone': '+16046082522', 'country': 'CA', 'neighborhoods': ['Downtown'], 'yelp_guaranteed': False}"
5,,,,,,OK,b182c316-c289-49fe-9fe1-eb9ed4343ad5,"{'id': 'GrHrX35LnWHT99lp_EJtAA', 'alias': 'richmond-sports-and-fitness-richmond', 'name': 'Richmond Sports and Fitness', 'address': '2251 Number 5 Road, Richmond, BC V6X 2S8, Canada', 'website': 'http://richmondsportsandfitness.ca', 'latitude': 49.195702, 'longitude': -123.091492, 'business_page_link': 'https://www.yelp.com/biz/richmond-sports-and-fitness-richmond', 'categories': [{'title': 'Gyms', 'url': 'https://www.yelp.com/search?find_desc=Gyms&find_loc=Vancouver%2C+BC'}, {'title': 'Martial Arts', 'url': 'https://www.yelp.com/search?find_desc=Martial+Arts&find_loc=Vancouver%2C+BC'}], 'rating': 4.5, 'review_count': 8, 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/5kB_nW6XOHYLtrvu3-izFw/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/GrHrX35LnWHT99lp_EJtAA', 'country': 'CA', 'yelp_guaranteed': False}"
6,,,,,,OK,b182c316-c289-49fe-9fe1-eb9ed4343ad5,"{'id': '0QBAHLXr38DbMiG4reyetg', 'alias': 'ywca-health-and-fitness-vancouver', 'name': 'YWCA Health and Fitness', 'address': '535 Hornby St, Vancouver, BC V6C 2E8, Canada', 'website': 'http://www.ywcahealthandfitness.com', 'latitude': 49.2855552, 'longitude': -123.1178038, 'business_page_link': 'https://www.yelp.com/biz/ywca-health-and-fitness-vancouver', 'categories': [{'title': 'Swimming Pools', 'url': 'https://www.yelp.com/search?find_desc=Swimming+Pools&find_loc=Vancouver%2C+BC'}, {'title': 'Gyms', 'url': 'https://www.yelp.com/search?find_desc=Gyms&find_loc=Vancouver%2C+BC'}, {'title': 'Swimming Lessons/Schools', 'url': 'https://www.yelp.com/search?find_desc=Swimming+Lessons%2FSchools&find_loc=Vancouver%2C+BC'}], 'rating': 3.6, 'review_count': 14, 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/nrswtJUaIp9zieo5QOEpFw/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/0QBAHLXr38DbMiG4reyetg', 'phone': '+16048955777', 'country': 'CA', 'neighborhoods': ['Downtown'], 'yelp_guaranteed': False}"
7,,,,,,OK,b182c316-c289-49fe-9fe1-eb9ed4343ad5,"{'id': 'I0Xpao6QRifzTQys6qobww', 'alias': 'mount-pleasant-community-centre-vancouver-2', 'name': 'Mount Pleasant Community Centre', 'address': '1 Kingsway, Vancouver, BC V5T 3H7, Canada', 'website': 'http://vancouver.ca/parks/cc/mtpleasant/website/index.htm', 'latitude': 49.264127, 'longitude': -123.100195, 'business_page_link': 'https://www.yelp.com/biz/mount-pleasant-community-centre-vancouver-2', 'categories': [{'title': 'Community Centers', 'url': 'https://www.yelp.com/search?find_desc=Community+Centers&find_loc=Vancouver%2C+BC'}, {'title': 'Gyms', 'url': 'https://www.yelp.com/search?find_desc=Gyms&find_loc=Vancouver%2C+BC'}], 'rating': 3.1, 'review_count': 36, 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/qu0XXagOriLPPCxkFo-XwQ/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/I0Xpao6QRifzTQys6qobww', 'phone': '+16042573080', 'country': 'CA', 'neighborhoods': ['Mount Pleasant'], 'yelp_guaranteed': False}"
8,,,,,,OK,b182c316-c289-49fe-9fe1-eb9ed4343ad5,"{'id': '_0Hs9eMmT4jRTcEyhPssqw', 'alias': 'crossfit-604-vancouver-2', 'name': 'CrossFit 604', 'address': '124 East Cordova Street, Vancouver, BC V6A 1K9, Canada', 'website': 'http://crossfit604.com/', 'latitude': 49.28215978194955, 'longitude': -123.10160522023773, 'business_page_link': 'https://www.yelp.com/biz/crossfit-604-vancouver-2', 'categories': [{'title': 'Trainers', 'url': 'https://www.yelp.com/search?find_desc=Trainers&find_loc=Vancouver%2C+BC'}, {'title': 'Gyms', 'url': 'https://www.yelp.com/search?find_desc=Gyms&find_loc=Vancouver%2C+BC'}], 'rating': 4.8, 'review_count': 33, 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/sNpug99sXcIILfoBuHPaiA/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/_0Hs9eMmT4jRTcEyhPssqw', 'phone': '+16048999443', 'country': 'CA', 'neighborhoods': ['Downtown Eastside'], 'yelp_guaranteed': False}"
9,,,,,,OK,b182c316-c289-49fe-9fe1-eb9ed4343ad5,"{'id': 'l3Ui7AXwDTgplqmRH9-Djw', 'alias': 'olympus-fitness-vancouver', 'name': 'Olympus Fitness', 'address': '1615 E 1st Ave, Vancouver, BC V5N 1A8, Canada', 'website': 'https://www.olympusfitnesscentre.com', 'latitude': 49.2699098, 'longitude': -123.0712321, 'business_page_link': 'https://www.yelp.com/biz/olympus-fitness-vancouver', 'categories': [{'title': 'Gyms', 'url': 'https://www.yelp.com/search?find_desc=Gyms&find_loc=Vancouver%2C+BC'}], 'rating': 5, 'review_count': 1, 'photo': 'https://s3-media0.fl.yelpcdn.com/bphoto/aMGyuZbSq5PdW2NjSKfmPA/348s.jpg', 'photos_page_link': 'https://www.yelp.com/biz_photos/l3Ui7AXwDTgplqmRH9-Djw', 'phone': '+16042553489', 'country': 'CA', 'neighborhoods': ['The Drive'], 'yelp_guaranteed': False}"
